ts;station_id;sensor0;sensor1;sensor2;sensor3
2021-02-01 11:59:00;ST0002;9.0858;9.0953;9.0619;10.5829
2021-02-01 11:59:00;ST0001;5.0753;5.0762;5.0281;5.0665
2021-02-01 12:00:00;ST0002;9.0765;9.0746;9.0624;10.5674
2021-02-01 12:00:00;ST0001;5.066;5.0675;5.0522;5.0692
2021-02-01 12:01:00;ST0002;9.0691;9.0871;9.0841;10.5846
2021-02-01 12:01:00;ST0001;5.0858;5.0983;5.0767;5.077
2021-02-01 12:02:00;ST0002;9.0906;9.0798;9.0874;10.5879
2021-02-01 12:02:00;ST0001;5.0845;5.0902;5.0191;5.0903
2021-02-01 12:03:00;ST0002;9.0908;9.0926;9.0969;10.6017
2021-02-01 12:03:00;ST0001;5.0874;5.0782;5.1371;5.1121
2021-02-01 12:04:00;ST0002;9.0705;9.0844;9.0666;10.5718
2021-02-01 12:04:00;ST0001;5.0684;5.0571;5.1134;5.068
2021-02-01 12:05:00;ST0002;9.0841;9.067;9.0505;10.5625
2021-02-01 12:05:00;ST0001;5.0494;5.0448;4.9753;5.0619
2021-02-01 12:06:00;ST0002;9.0958;9.0978;9.0849;10.5998
2021-02-01 12:06:00;ST0001;5.0953;5.0995;5.0008;5.0752
2021-02-01 12:07:00;ST0002;9.0495;9.0794;9.0859;10.5711
2021-02-01 12:07:00;ST0001;5.0635;5.0521;5.1384;5.0628
2021-02-01 12:08:00;ST0002;9.0385;9.0786;9.0676;10.5703
2021-02-01 12:08:00;ST0001;5.0685;5.0516;5.1186;5.0651
2021-02-01 12:09:00;ST0002;9.0764;9.0892;9.0827;10.5885
2021-02-01 12:09:00;ST0001;5.095;5.0888;5.0003;5.0806
2021-02-01 12:10:00;ST0002;9.0769;9.0725;9.087;10.5906
2021-02-01 12:10:00;ST0001;5.0679;5.0742;4.9273;5.0634
2021-02-01 12:11:00;ST0002;9.1156;9.1031;9.1155;10.6189
2021-02-01 12:11:00;ST0001;5.1221;5.1136;5.1754;5.1121
2021-02-01 12:12:00;ST0002;9.1533;9.1305;9.1295;10.619
2021-02-01 12:12:00;ST0001;5.134;5.1348;5.1816;5.1449
2021-02-01 12:13:00;ST0002;9.1445;9.1372;9.1416;10.6171
2021-02-01 12:13:00;ST0001;5.1198;5.1144;5.1277;5.1166
2021-02-01 12:14:00;ST0002;9.1186;9.1172;9.1249;10.6146
2021-02-01 12:14:00;ST0001;5.1343;5.1057;5.2009;5.1369
2021-02-01 12:15:00;ST0002;9.1311;9.1456;9.1512;10.6437
2021-02-01 12:15:00;ST0001;5.1417;5.1447;5.1499;5.1426
2021-02-01 12:16:00;ST0002;9.0974;9.1008;9.1072;10.5989
2021-02-01 12:16:00;ST0001;5.1001;5.1057;5.0385;5.0968
2021-02-01 12:17:00;ST0002;9.0804;9.0672;9.0721;10.5644
2021-02-01 12:17:00;ST0001;5.0622;5.0527;5.0853;5.0794
2021-02-01 12:18:00;ST0002;9.0476;9.0547;9.0332;10.5458
2021-02-01 12:18:00;ST0001;5.0404;5.0789;5.1005;5.07
2021-02-01 12:19:00;ST0002;9.0679;9.0531;9.054;10.5536
2021-02-01 12:19:00;ST0001;5.0521;5.0615;5.107;5.0396
2021-02-01 12:20:00;ST0002;9.0492;9.0517;9.0342;10.5465
2021-02-01 12:20:00;ST0001;5.0586;5.0455;4.9475;5.058
2021-02-01 12:21:00;ST0002;9.0142;9.0236;9.0303;10.5103
2021-02-01 12:21:00;ST0001;5.0351;5.0087;5.0918;5.03
2021-02-01 12:22:00;ST0002;9.0559;9.0357;9.0453;10.5286
2021-02-01 12:22:00;ST0001;5.0271;5.0404;5.0651;5.0323
2021-02-01 12:23:00;ST0002;9.0309;9.0264;9.021;10.5342
2021-02-01 12:23:00;ST0001;5.0174;5.0278;5.0518;5.0282
2021-02-01 12:24:00;ST0002;9.0257;9.0163;8.9982;10.5323
2021-02-01 12:24:00;ST0001;5.036;5.015;5.0413;5.0386
2021-02-01 12:25:00;ST0001;5.0366;5.0473;5.0395;5.0335
2021-02-01 12:25:00;ST0002;9.0483;9.0385;9.0527;10.5503
2021-02-01 12:26:00;ST0001;5.0544;5.0697;5.102;5.0604
1970-01-01 00:00:00;ST0002;9.068;9.0533;9.0666;10.5612
2021-02-01 12:27:00;ST0001;5.0548;5.064;5.0381;5.0316
2021-02-01 12:27:00;ST0002;9.0367;9.0488;9.06;10.537
2021-02-01 12:28:00;ST0001;5.0688;5.065;5.1013;5.0776
2021-02-01 12:28:00;ST0002;9.0509;9.0581;9.064;10.5541
2021-02-01 12:29:00;ST0001;5.0378;5.0258;5.1145;5.0221
2021-02-01 12:29:00;ST0002;9.0404;9.0352;9.0304;10.5464
2021-02-01 12:30:00;ST0001;5.0549;5.0592;5.0944;5.0695
2021-02-01 12:30:00;ST0002;9.0509;9.0637;9.052;10.5468
2021-02-01 12:31:00;ST0001;5.0629;5.0835;5.0535;5.0718
2021-02-01 12:31:00;ST0002;9.0626;9.0654;9.0855;10.563
2021-02-01 12:32:00;ST0001;5.0332;5.0416;4.9971;5.039
2021-02-01 12:32:00;ST0002;9.0463;9.0423;9.027;10.5361
2021-02-01 12:33:00;ST0001;5.0579;5.0687;5.0425;5.0644
2021-02-01 12:33:00;ST0002;9.0743;9.0548;9.0583;10.5602
2021-02-01 12:34:00;ST0001;5.0749;5.0633;5.0635;5.0751
2021-02-01 12:34:00;ST0002;9.0628;9.0734;9.0665;10.5765
2021-02-01 12:35:00;ST0001;5.0422;5.0377;5.0712;5.0331
2021-02-01 12:35:00;ST0002;9.0467;9.0369;9.0297;10.5538
2021-02-01 12:36:00;ST0001;5.058;5.045;5.062;5.0586
2021-02-01 12:36:00;ST0002;9.0278;9.0378;9.0211;10.5436
2021-02-01 12:37:00;ST0001;5.0535;5.0484;5.0268;5.0466
2021-02-01 12:37:00;ST0002;9.0438;9.0361;9.0517;10.5362
2021-02-01 12:38:00;ST0001;5.0338;5.031;5.0716;5.0527
2021-02-01 12:38:00;ST0002;9.0398;9.0516;9.0439;10.5398
2021-02-01 12:39:00;ST0001;5.0099;5.022;4.9494;5.0119
2021-02-01 12:39:00;ST0002;9.0105;9.0156;9.0278;10.5261
2021-02-01 12:40:00;ST0001;5.0321;5.0232;5.0752;5.02
2021-02-01 12:40:00;ST0002;9.0226;9.0178;9.0122;10.5113
2021-02-01 12:41:00;ST0002;9.0505;9.0286;9.0434;10.5334
2021-02-01 12:41:00;ST0001;5.0336;5.0299;5.0623;5.0345
2021-02-01 12:42:00;ST0002;8.9752;8.985;8.9831;10.4747
2021-02-01 12:42:00;ST0001;4.9962;4.9789;4.8847;4.9781
2021-02-01 12:43:00;ST0001;4.9869;5.0067;5.0565;5.0081
2021-02-01 12:43:00;ST0002;8.9829;8.9934;8.986;10.4858
2021-02-01 12:44:00;ST0001;4.9916;4.9964;4.9341;4.9603
2021-02-01 12:44:00;ST0002;9.008;8.9883;9.0057;10.5026
2021-02-01 12:45:00;ST0001;4.9787;4.9736;4.9307;4.9848
2021-02-01 12:45:00;ST0002;8.9637;8.9773;8.9795;10.4647
2021-02-01 12:46:00;ST0002;9.005;8.9884;9.0062;10.4836
2021-02-01 12:46:00;ST0001;4.9811;4.9868;4.9416;5.0034
2021-02-01 12:47:00;ST0001;5.0313;5.0243;5.0632;5.0339
2021-02-01 12:47:00;ST0002;9.0412;9.0401;9.0368;10.5219
2021-02-01 12:48:00;ST0001;5.0433;5.0472;5.0655;5.0506
2021-02-01 12:48:00;ST0002;9.0542;9.0428;9.049;10.5437
2021-02-01 12:49:00;ST0002;9.0712;9.0525;9.0756;10.5348
2021-02-01 12:49:00;ST0001;5.0616;5.0625;5.0238;5.055
2021-02-01 12:50:00;ST0001;5.0671;5.0625;5.1863;5.0628
2021-02-01 12:50:00;ST0002;9.08;9.0497;9.053;10.5566
2021-02-01 12:51:00;ST0002;9.0645;9.0163;9.0316;10.5452
2021-02-01 12:51:00;ST0001;5.0311;5.0548;5.0418;5.0382
2021-02-01 12:52:00;ST0002;8.9951;9.0158;9.0044;10.5161
2021-02-01 12:52:00;ST0001;5.0284;5.0142;5.0102;5.0112
2021-02-01 12:53:00;ST0002;9.0015;9.001;9.0153;10.5119
2021-02-01 12:53:00;ST0001;5.003;5.0169;5.0064;4.9979
2021-02-01 12:54:00;ST0001;5.0415;5.0516;5.1015;5.0311
2021-02-01 12:54:00;ST0002;9.0243;9.0406;9.0474;10.5373
2021-02-01 12:55:00;ST0001;5.0265;5.0228;5.0245;5.0477
2021-02-01 12:55:00;ST0002;9.0426;9.0318;9.04;10.5572
2021-02-01 12:56:00;ST0002;9.0424;9.0575;9.0354;10.5422
2021-02-01 12:56:00;ST0001;5.0104;5.0379;5.0044;5.0286
2021-02-01 12:57:00;ST0002;9.0333;9.0294;9.012;10.5254
2021-02-01 12:57:00;ST0001;5.0097;5.0059;5.022;5.0239
2021-02-01 12:58:00;ST0002;8.9824;8.9794;8.9775;10.4874
2021-02-01 12:58:00;ST0001;4.9894;4.973;5.0473;4.9995
2021-02-01 12:59:00;ST0001;4.9896;4.9834;5.0021;4.9813
2021-02-01 12:59:00;ST0002;8.9902;8.9744;8.9919;10.4818
2021-02-01 13:00:00;ST0002;8.9493;8.9572;8.9573;10.4688
2021-02-01 13:00:00;ST0001;4.957;4.9517;4.9221;4.974
2021-02-01 13:01:00;ST0001;4.9396;4.9257;4.9967;4.9385
2021-02-01 13:01:00;ST0002;8.9137;8.9147;8.9281;10.4507
2021-02-01 13:02:00;ST0002;8.9643;8.9413;8.956;10.4473
2021-02-01 13:02:00;ST0001;4.9465;4.9529;4.9963;4.962
2021-02-01 13:03:00;ST0001;4.9346;4.9298;4.9065;4.9485
2021-02-01 13:03:00;ST0002;8.9368;8.9325;8.9617;10.4385
2021-02-01 13:04:00;ST0001;4.9177;4.9281;4.9016;4.9183
2021-02-01 13:04:00;ST0002;8.9276;8.9338;8.9369;10.4363
2021-02-01 13:05:00;ST0002;8.8954;8.9131;8.9181;10.405
2021-02-01 13:05:00;ST0001;4.9142;4.8928;4.9104;4.9041
2021-02-01 13:06:00;ST0002;8.8695;8.8913;8.8843;10.3725
2021-02-01 13:06:00;ST0001;4.8891;4.8796;4.8919;4.8618
2021-02-01 13:07:00;ST0001;4.8609;4.8737;4.8808;4.8663
2021-02-01 13:07:00;ST0002;8.885;8.8674;8.8748;10.3661
2021-02-01 13:08:00;ST0001;4.8582;4.8783;4.9117;4.8418
2021-02-01 13:08:00;ST0002;8.8648;8.8616;8.8651;10.3612
2021-02-01 13:09:00;ST0001;4.8336;4.8471;4.8567;4.8631
2021-02-01 13:09:00;ST0002;8.8659;8.8525;8.854;10.3561
2021-02-01 13:10:00;ST0001;4.7933;4.815;4.8568;4.8111
2021-02-01 13:10:00;ST0002;8.7845;8.7992;8.8146;10.3239
2021-02-01 13:11:00;ST0001;4.7718;4.7713;4.821;4.7795
2021-02-01 13:11:00;ST0002;8.7845;8.78;8.7716;10.278
2021-02-01 13:12:00;ST0001;4.7852;4.7796;4.7695;4.785
2021-02-01 13:12:00;ST0002;8.7893;8.7766;8.7829;10.2881
2021-02-01 13:13:00;ST0001;4.7659;4.7392;4.7675;4.7459
2021-02-01 13:13:00;ST0002;8.7693;8.7599;8.7372;10.2538
2021-02-01 13:14:00;ST0001;4.7174;4.7447;4.7542;4.7573
2021-02-01 13:14:00;ST0002;8.7234;8.7204;8.7518;10.2327
2021-02-01 13:15:00;ST0001;4.7138;4.728;4.6467;4.697
2021-02-01 13:15:00;ST0002;8.724;8.7206;8.719;10.2332
2021-02-01 13:16:00;ST0002;8.7071;8.7146;8.7038;10.2092
2021-02-01 13:16:00;ST0001;4.6959;4.6927;4.751;4.7073
2021-02-01 13:17:00;ST0002;8.6771;8.7053;8.6969;10.1817
2021-02-01 13:17:00;ST0001;4.6812;4.6877;4.6114;4.6656
2021-02-01 13:18:00;ST0002;8.6631;8.6693;8.6621;10.1701
2021-02-01 13:18:00;ST0001;4.6586;4.6619;4.6783;4.6728
2021-02-01 13:19:00;ST0002;8.6437;8.6487;8.6264;10.1385
2021-02-01 13:19:00;ST0001;4.6548;4.6534;4.6177;4.6436
2021-02-01 13:20:00;ST0001;4.632;4.6305;4.5052;4.6368
2021-02-01 13:20:00;ST0002;8.6325;8.6445;8.6144;10.122
2021-02-01 13:21:00;ST0001;4.6535;4.6488;4.651;4.6619
2021-02-01 13:21:00;ST0002;8.6535;8.6464;8.6408;10.1515
2021-02-01 13:22:00;ST0001;4.6294;4.6305;4.616;4.6422
2021-02-01 13:22:00;ST0002;8.6147;8.6345;8.6481;10.132
2021-02-01 13:23:00;ST0001;4.6377;4.6222;4.605;4.6457
2021-02-01 13:23:00;ST0002;8.6094;8.6264;8.6279;10.1235
2021-02-01 13:24:00;ST0001;4.5978;4.5891;4.6157;4.583
2021-02-01 13:24:00;ST0002;8.6038;8.5924;8.5993;10.0935
2021-02-01 13:25:00;ST0001;4.5583;4.5521;4.5582;4.5635
2021-02-01 13:25:00;ST0002;8.5813;8.5486;8.5429;10.062
2021-02-01 13:26:00;ST0001;4.5639;4.5434;4.5243;4.5547
2021-02-01 13:26:00;ST0002;8.565;8.567;8.5481;10.0497
2021-02-01 13:27:00;ST0001;4.5773;4.5575;4.5618;4.56
2021-02-01 13:27:00;ST0002;8.5593;8.5671;8.5648;10.0546
2021-02-01 13:28:00;ST0002;8.5581;8.5619;8.5629;10.0751
2021-02-01 13:28:00;ST0001;4.556;4.5672;4.5788;4.5537
2021-02-01 13:29:00;ST0001;4.5222;4.5207;4.4729;4.54
2021-02-01 13:29:00;ST0002;8.4993;8.5331;8.5112;10.0119
2021-02-01 13:30:00;ST0002;8.4708;8.4738;8.4816;9.983
2021-02-01 13:30:00;ST0001;4.4689;4.4754;4.4662;4.4849
2021-02-01 13:31:00;ST0001;4.4569;4.442;4.5183;4.4431
2021-02-01 13:31:00;ST0002;8.4598;8.4458;8.4476;9.9501
2021-02-01 13:32:00;ST0001;4.419;4.44;4.4774;4.4295
2021-02-01 13:32:00;ST0002;8.4328;8.4234;8.4165;9.9317
2021-02-01 13:33:00;ST0001;4.4325;4.4262;4.3573;4.4272
2021-02-01 13:33:00;ST0002;8.4237;8.4368;8.4271;9.936
2021-02-01 13:34:00;ST0002;8.4264;8.4043;8.4036;9.8987
2021-02-01 13:34:00;ST0001;4.4036;4.4029;4.4246;4.4088
2021-02-01 13:35:00;ST0002;8.4257;8.437;8.4202;9.9451
2021-02-01 13:35:00;ST0001;4.4423;4.4299;4.4242;4.4234
2021-02-01 13:36:00;ST0002;8.4488;8.4309;8.4252;9.9353
2021-02-01 13:36:00;ST0001;4.444;4.4277;4.4553;4.4261
2021-02-01 13:37:00;ST0001;4.4127;4.4164;4.3404;4.4124
2021-02-01 13:37:00;ST0002;8.3789;8.3933;8.3892;9.9161
2021-02-01 13:38:00;ST0002;8.3783;8.3757;8.3649;9.8794
2021-02-01 13:38:00;ST0001;4.394;4.3708;4.3784;4.3662
2021-02-01 13:39:00;ST0002;8.3121;8.3277;8.3334;9.8341
2021-02-01 13:39:00;ST0001;4.3218;4.3427;4.3284;4.3267
2021-02-01 13:40:00;ST0001;4.3595;4.3558;4.353;4.3247
2021-02-01 13:40:00;ST0002;8.355;8.3475;8.3377;9.8615
2021-02-01 13:41:00;ST0002;8.3695;8.3856;8.3377;9.8638
2021-02-01 13:41:00;ST0001;4.3805;4.3419;4.3922;4.3721
2021-02-01 13:42:00;ST0002;8.3482;8.3684;8.3527;9.8642
2021-02-01 13:42:00;ST0001;4.3441;4.3505;4.3423;4.363
2021-02-01 13:43:00;ST0001;4.3472;4.3358;4.3091;4.347
2021-02-01 13:43:00;ST0002;8.3677;8.3469;8.3452;9.8385
2021-02-01 13:44:00;ST0002;8.3448;8.3493;8.339;9.8483
2021-02-01 13:44:00;ST0001;4.3473;4.3436;4.3283;4.3355
2021-02-01 13:45:00;ST0001;4.3184;4.3437;4.4224;4.327
2021-02-01 13:45:00;ST0002;8.3385;8.317;8.3242;9.8274
2021-02-01 13:46:00;ST0002;8.294;8.3079;8.294;9.8137
2021-02-01 13:46:00;ST0001;4.3004;4.2966;4.2822;4.3109
2021-02-01 13:47:00;ST0001;4.2877;4.2493;4.2674;4.2912
2021-02-01 13:47:00;ST0002;8.267;8.2666;8.2699;9.7638
2021-02-01 13:48:00;ST0002;8.2322;8.2483;8.2446;9.7372
2021-02-01 13:48:00;ST0001;4.2487;4.2438;4.3402;4.2399
2021-02-01 13:49:00;ST0002;8.214;8.2168;8.2147;9.7054
2021-02-01 13:49:00;ST0001;4.2134;4.2257;4.2555;4.2154
2021-02-01 13:50:00;ST0001;4.1789;4.1888;4.165;4.1639
2021-02-01 13:50:00;ST0002;8.177;8.1745;8.1616;9.6867
2021-02-01 13:51:00;ST0002;8.1456;8.1517;8.1552;9.6619
2021-02-01 13:51:00;ST0001;4.1455;4.1648;4.0777;4.175
2021-02-01 13:52:00;ST0001;4.1825;4.1942;4.2222;4.1735
2021-02-01 13:52:00;ST0002;8.1767;8.1887;8.1921;9.6869
2021-02-01 13:53:00;ST0002;8.1889;8.1811;8.1814;9.6737
2021-02-01 13:53:00;ST0001;4.1651;4.1754;4.0446;4.1702
2021-02-01 13:54:00;ST0002;8.1875;8.1899;8.1955;9.7038
2021-02-01 13:54:00;ST0001;4.1953;4.1752;4.127;4.1969
2021-02-01 13:55:00;ST0002;8.1801;8.1752;8.1564;9.6819
2021-02-01 13:55:00;ST0001;4.1908;4.1881;4.1625;4.1737
2021-02-01 13:56:00;ST0001;4.1796;4.1712;4.1425;4.1777
2021-02-01 13:56:00;ST0002;8.1547;8.1621;8.1595;9.6778
2021-02-01 13:57:00;ST0002;8.1803;8.1625;8.1918;9.6475
2021-02-01 13:57:00;ST0001;4.1794;4.1851;4.2159;4.1869
2021-02-01 13:58:00;ST0002;8.1599;8.1562;8.1464;9.6582
2021-02-01 13:58:00;ST0001;4.159;4.1322;4.097;4.1456
2021-02-01 13:59:00;ST0002;8.1176;8.1429;8.1422;9.6326
2021-02-01 13:59:00;ST0001;4.1278;4.1249;4.1129;4.1252
2021-02-01 14:00:00;ST0002;8.1171;8.1258;8.1294;9.6299
2021-02-01 14:00:00;ST0001;4.1343;4.1439;4.1532;4.1127
2021-02-01 14:01:00;ST0001;4.1361;4.131;4.11;4.1151
2021-02-01 14:01:00;ST0002;8.1354;8.1542;8.1288;9.6365
2021-02-01 14:02:00;ST0001;4.0893;4.0865;4.0691;4.0896
2021-02-01 14:02:00;ST0002;8.0846;8.111;8.1099;9.5976
2021-02-01 14:03:00;ST0002;8.0678;8.0802;8.0694;9.5647
2021-02-01 14:03:00;ST0001;4.0664;4.0735;4.0644;4.0842
2021-02-01 14:04:00;ST0001;4.0576;4.0659;4.1203;4.0693
2021-02-01 14:04:00;ST0002;8.0769;8.0603;8.0701;9.5897
2021-02-01 14:05:00;ST0001;4.0879;4.1071;4.1164;4.0839
2021-02-01 14:05:00;ST0002;8.0982;8.0977;8.0907;9.5915
2021-02-01 14:06:00;ST0002;8.1034;8.1181;8.0982;9.6076
2021-02-01 14:06:00;ST0001;4.1094;4.1345;4.1184;4.1107
2021-02-01 14:07:00;ST0002;8.106;8.1129;8.1393;9.6246
2021-02-01 14:07:00;ST0001;4.1227;4.1127;4.1307;4.138
2021-02-01 14:08:00;ST0001;4.1194;4.1404;4.2361;4.1344
2021-02-01 14:08:00;ST0002;8.155;8.1287;8.125;9.6391
2021-02-01 14:09:00;ST0001;4.1528;4.1345;4.1287;4.1519
2021-02-01 14:09:00;ST0002;8.1434;8.1634;8.1704;9.6485
2021-02-01 14:10:00;ST0001;4.1271;4.1286;4.1217;4.1196
2021-02-01 14:10:00;ST0002;8.1224;8.1281;8.1301;9.642
2021-02-01 14:11:00;ST0001;4.1049;4.0911;4.0777;4.0932
2021-02-01 14:11:00;ST0002;8.1059;8.1172;8.1132;9.6162
2021-02-01 14:12:00;ST0001;4.1087;4.1123;4.0624;4.119
2021-02-01 14:12:00;ST0002;8.131;8.126;8.1113;9.6293
2021-02-01 14:13:00;ST0001;4.0789;4.0924;4.0355;4.0999
2021-02-01 14:13:00;ST0002;8.09;8.0743;8.0882;9.5968
2021-02-01 14:14:00;ST0002;8.0751;8.0693;8.081;9.5812
2021-02-01 14:14:00;ST0001;4.0699;4.0583;4.1175;4.0851
2021-02-01 14:15:00;ST0002;8.0537;8.0602;8.0337;9.5494
2021-02-01 14:15:00;ST0001;4.0462;4.0523;4.0429;4.047
2021-02-01 14:16:00;ST0001;4.0311;4.0394;4.0511;4.0139
2021-02-01 14:16:00;ST0002;8.0224;8.0084;8.0133;9.515
2021-02-01 14:17:00;ST0001;4.0169;4.0131;4.0683;4.0112
2021-02-01 14:17:00;ST0002;8.0184;8.027;8.0151;9.5406
2021-02-01 14:18:00;ST0001;4.0133;4.0177;4.0028;4.0092
2021-02-01 14:18:00;ST0002;7.991;8.0166;7.9896;9.5071
2021-02-01 14:19:00;ST0001;4.0;3.9852;3.9447;3.9913
2021-02-01 14:19:00;ST0002;7.984;8.0004;7.9815;9.4744
2021-02-01 14:20:00;ST0002;7.989;8.0007;7.9871;9.4828
2021-02-01 14:20:00;ST0001;3.9968;3.9959;3.9487;3.966
2021-02-01 14:21:00;ST0002;7.9497;7.9508;7.9497;9.4613
2021-02-01 14:21:00;ST0001;3.9477;3.9619;3.9803;3.9532
2021-02-01 14:22:00;ST0002;7.9382;7.9272;7.9272;9.4308
2021-02-01 14:22:00;ST0001;3.9328;3.9516;3.9216;3.9357
2021-02-01 14:23:00;ST0001;3.913;3.9142;3.9818;3.925
2021-02-01 14:23:00;ST0002;7.9067;7.9211;7.913;9.3957
2021-02-01 14:24:00;ST0001;3.9261;3.906;3.9168;3.9153
2021-02-01 14:24:00;ST0002;7.9269;7.9233;7.9007;9.4135
2021-02-01 14:25:00;ST0002;7.8918;7.9154;7.8817;9.4081
2021-02-01 14:25:00;ST0001;3.9128;3.8995;3.8071;3.9164
2021-02-01 14:26:00;ST0001;3.886;3.8432;3.8975;3.8599
2021-02-01 14:26:00;ST0002;7.8769;7.8679;7.845;9.3606
2021-02-01 14:27:00;ST0001;3.829;3.8222;3.9068;3.8118
2021-02-01 14:27:00;ST0002;7.8424;7.8335;7.8398;9.3175
2021-02-01 14:28:00;ST0002;7.8367;7.8345;7.8386;9.3464
2021-02-01 14:28:00;ST0001;3.8591;3.8566;3.7478;3.8352
2021-02-01 14:29:00;ST0001;3.822;3.8323;3.8362;3.8477
2021-02-01 14:29:00;ST0002;7.8194;7.83;7.8289;9.3509
2021-02-01 14:30:00;ST0002;7.8023;7.8277;7.8255;9.3348
2021-02-01 14:30:00;ST0001;3.8279;3.8299;3.8314;3.8289
2021-02-01 14:31:00;ST0002;7.8088;7.826;7.8203;9.3176
2021-02-01 14:31:00;ST0001;3.82;3.8323;3.7783;3.8133
2021-02-01 14:32:00;ST0002;7.8407;7.8413;7.8608;9.3522
2021-02-01 14:32:00;ST0001;3.8405;3.8449;3.92;3.8434
2021-02-01 14:33:00;ST0001;3.8421;3.821;3.8614;3.8081
2021-02-01 14:33:00;ST0002;7.8336;7.8216;7.8282;9.3211
2021-02-01 14:34:00;ST0002;7.8179;7.8278;7.8297;9.3199
2021-02-01 14:34:00;ST0001;3.8241;3.8422;3.8158;3.8156
2021-02-01 14:35:00;ST0001;3.7535;3.7494;3.7652;3.7701
2021-02-01 14:35:00;ST0002;7.7551;7.7752;7.7562;9.2664
2021-02-01 14:36:00;ST0002;7.7208;7.7149;7.7361;9.2013
2021-02-01 14:36:00;ST0001;3.7216;3.7147;3.8032;3.7183
2021-02-01 14:37:00;ST0001;3.7131;3.7171;3.6905;3.7319
2021-02-01 14:37:00;ST0002;7.7236;7.7131;7.7289;9.2146
2021-02-01 14:38:00;ST0001;3.7015;3.7036;3.7103;3.6971
2021-02-01 14:38:00;ST0002;7.723;7.7017;7.6979;9.2061
2021-02-01 14:39:00;ST0001;3.6914;3.6989;3.6529;3.6957
2021-02-01 14:39:00;ST0002;7.6968;7.6919;7.7072;9.1897
2021-02-01 14:40:00;ST0002;7.6747;7.646;7.6636;9.1805
2021-02-01 14:40:00;ST0001;3.6669;3.6559;3.7848;3.655
2021-02-01 14:41:00;ST0001;3.6713;3.6608;3.6002;3.6583
2021-02-01 14:41:00;ST0002;7.6764;7.6736;7.6814;9.1685
2021-02-01 14:42:00;ST0001;3.6334;3.6396;3.6673;3.6397
2021-02-01 14:42:00;ST0002;7.6236;7.6289;7.6531;9.1269
2021-02-01 14:43:00;ST0001;3.6386;3.6474;3.6656;3.6312
2021-02-01 14:43:00;ST0002;7.6273;7.6413;7.6457;9.1197
2021-02-01 14:44:00;ST0001;3.6027;3.5918;3.5755;3.593
2021-02-01 14:44:00;ST0002;7.5999;7.5909;7.6067;9.0933
2021-02-01 14:45:00;ST0001;3.6167;3.6081;3.6816;3.6292
2021-02-01 14:45:00;ST0002;7.6159;7.6301;7.6432;9.1378
2021-02-01 14:46:00;ST0001;3.6128;3.5996;3.608;3.6215
2021-02-01 14:46:00;ST0002;7.6186;7.6244;7.6114;9.0944
2021-02-01 14:47:00;ST0001;3.6243;3.6249;3.5989;3.6379
2021-02-01 14:47:00;ST0002;7.6217;7.6281;7.612;9.1376
2021-02-01 14:48:00;ST0001;3.6237;3.611;3.6283;3.5926
2021-02-01 14:48:00;ST0002;7.6105;7.6087;7.6018;9.0858
2021-02-01 14:49:00;ST0002;7.5962;7.5994;7.6212;9.1245
2021-02-01 14:49:00;ST0001;3.6005;3.6031;3.6066;3.5965
2021-02-01 14:50:00;ST0002;7.5911;7.6051;7.6075;9.1042
2021-02-01 14:50:00;ST0001;3.5961;3.601;3.5799;3.5948
2021-02-01 14:51:00;ST0002;7.6172;7.6221;7.6352;9.1293
2021-02-01 14:51:00;ST0001;3.638;3.6422;3.585;3.631
2021-02-01 14:52:00;ST0002;7.5687;7.58;7.5816;9.063
2021-02-01 14:52:00;ST0001;3.5845;3.5839;3.6127;3.5859
2021-02-01 14:53:00;ST0002;7.5712;7.5913;7.587;9.1051
2021-02-01 14:53:00;ST0001;3.581;3.5913;3.6023;3.5942
2021-02-01 14:54:00;ST0002;7.5328;7.5313;7.5355;9.0286
2021-02-01 14:54:00;ST0001;3.5183;3.5298;3.581;3.524
2021-02-01 14:55:00;ST0002;7.5419;7.5456;7.5121;9.0218
2021-02-01 14:55:00;ST0001;3.5237;3.5218;3.5149;3.5331
2021-02-01 14:56:00;ST0002;7.5145;7.5254;7.5312;9.0239
2021-02-01 14:56:00;ST0001;3.5073;3.5324;3.3843;3.5304
2021-02-01 14:57:00;ST0002;7.5065;7.4986;7.5132;9.0262
2021-02-01 14:57:00;ST0001;3.5114;3.4933;3.4887;3.5169
2021-02-01 14:58:00;ST0002;7.4785;7.4637;7.457;8.9609
2021-02-01 14:58:00;ST0001;3.461;3.4603;3.5164;3.4595
2021-02-01 14:59:00;ST0002;7.4266;7.4449;7.4524;8.9422
2021-02-01 14:59:00;ST0001;3.4481;3.4172;3.3993;3.4387
2021-02-01 15:00:00;ST0002;7.4311;7.3878;7.4159;8.9279
2021-02-01 15:00:00;ST0001;3.4175;3.4033;3.4909;3.4224
2021-02-01 15:01:00;ST0001;3.4328;3.4335;3.4891;3.4205
2021-02-01 15:01:00;ST0002;7.4252;7.4316;7.418;8.921
2021-02-01 15:02:00;ST0001;3.3968;3.3876;3.3667;3.4005
2021-02-01 15:02:00;ST0002;7.3881;7.383;7.3667;8.8803
2021-02-01 15:03:00;ST0001;3.3548;3.3641;3.3434;3.3619
2021-02-01 15:03:00;ST0002;7.3597;7.3448;7.3627;8.8609
2021-02-01 15:04:00;ST0002;7.2901;7.3156;7.3226;8.8204
